forecast_date,target,target_end_date,location,location_name,type,quantile,value
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.01,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.025,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.05,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.1,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.15,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.2,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.25,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.3,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.35,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.4,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.45,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.5,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.55,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.6,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.65,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.7,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.75,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.8,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.85,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.9,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.95,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.975,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL72,Dolnoslaskie,quantile,0.99,4
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.01,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.025,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.05,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.1,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.15,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.2,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.25,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.3,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.35,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.4,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.45,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.5,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.55,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.6,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.65,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.7,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.75,4
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.8,4
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.85,4
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.9,5
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.95,6
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.975,6
2021-08-02,1 wk ahead inc death,2021-08-07,PL73,Kujawsko-Pomorskie,quantile,0.99,8
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.01,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.025,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.05,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.1,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.15,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.2,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.25,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.3,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.35,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.4,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.45,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.5,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.55,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.6,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.65,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.7,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.75,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.8,4
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.85,4
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.9,5
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.95,5
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.975,6
2021-08-02,1 wk ahead inc death,2021-08-07,PL74,Lodzkie,quantile,0.99,7
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.01,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.025,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.05,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.1,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.15,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.2,4
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.25,4
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.3,5
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.35,5
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.4,5
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.45,6
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.5,6
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.55,6
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.6,6
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.65,7
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.7,7
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.75,7
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.8,8
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.85,8
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.9,9
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.95,10
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.975,11
2021-08-02,1 wk ahead inc death,2021-08-07,PL75,Lubelskie,quantile,0.99,12.009999999999991
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.01,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.025,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.05,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.1,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.15,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.2,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.25,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.3,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.35,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.4,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.45,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.5,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.55,1
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.6,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.65,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.7,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.75,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.8,2
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.85,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.9,3
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.95,4
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.975,4
2021-08-02,1 wk ahead inc death,2021-08-07,PL76,Lubuskie,quantile,0.99,5
2021-08-02,1 wk ahead inc death,2021-08-07,PL77,Malopolskie,quantile,0.01,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL77,Malopolskie,quantile,0.025,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL77,Malopolskie,quantile,0.05,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL77,Malopolskie,quantile,0.1,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL77,Malopolskie,quantile,0.15,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL77,Malopolskie,quantile,0.2,0
2021-08-02,1 wk ahead inc death,2021-08-07,PL77,Malopolskie,quantile,0.25,0
