date,location,location_name,value
2022-07-10,GM,Germany,141862
2022-07-10,GM01,Baden-Württemberg State,16407
2022-07-10,GM02,Free State of Bavaria,24560
2022-07-10,GM03,Free Hanseatic City of Bremen,798
2022-07-10,GM04,Free Hanseatic City of Hamburg,2746
2022-07-10,GM05,Hesse State,10454
2022-07-10,GM06,Lower Saxony State,9769
2022-07-10,GM07,North Rhine-Westphalia State,25883
2022-07-10,GM08,Rhineland-Palatinate State,5784
2022-07-10,GM09,Saarland State,1731
2022-07-10,GM10,Schleswig-Holstein State,2636
2022-07-10,GM11,Brandenburg State,5729
2022-07-10,GM12,Mecklenburg-Western Pomerania State,2273
2022-07-10,GM13,Free State of Saxony,15621
2022-07-10,GM14,Sachsen-Anhalt State,5426
2022-07-10,GM15,Free State of Thuringia,7383
2022-07-10,GM16,Berlin State,4662
