date,location,location_name,value
2022-08-28,GM,Germany,147104
2022-08-28,GM01,Baden-Württemberg State,16901
2022-08-28,GM02,Free State of Bavaria,25379
2022-08-28,GM03,Free Hanseatic City of Bremen,824
2022-08-28,GM04,Free Hanseatic City of Hamburg,2953
2022-08-28,GM05,Hesse State,10891
2022-08-28,GM06,Lower Saxony State,10433
2022-08-28,GM07,North Rhine-Westphalia State,26957
2022-08-28,GM08,Rhineland-Palatinate State,6053
2022-08-28,GM09,Saarland State,1816
2022-08-28,GM10,Schleswig-Holstein State,2810
2022-08-28,GM11,Brandenburg State,5855
2022-08-28,GM12,Mecklenburg-Western Pomerania State,2404
2022-08-28,GM13,Free State of Saxony,15886
2022-08-28,GM14,Sachsen-Anhalt State,5635
2022-08-28,GM15,Free State of Thuringia,7552
2022-08-28,GM16,Berlin State,4755
