date,location,location_name,value
2021-08-02,GM,Germany,91660
2021-08-02,GM01,Baden-Württemberg State,10395
2021-08-02,GM02,Free State of Bavaria,15337
2021-08-02,GM03,Free Hanseatic City of Bremen,493
2021-08-02,GM04,Free Hanseatic City of Hamburg,1615
2021-08-02,GM05,Hesse State,7587
2021-08-02,GM06,Lower Saxony State,5817
2021-08-02,GM07,North Rhine-Westphalia State,17292
2021-08-02,GM08,Rhineland-Palatinate State,3906
2021-08-02,GM09,Saarland State,1029
2021-08-02,GM10,Schleswig-Holstein State,1638
2021-08-02,GM11,Brandenburg State,3818
2021-08-02,GM12,Mecklenburg-Western Pomerania State,1180
2021-08-02,GM13,Free State of Saxony,10135
2021-08-02,GM14,Sachsen-Anhalt State,3454
2021-08-02,GM15,Free State of Thuringia,4381
2021-08-02,GM16,Berlin State,3583
