date,location,location_name,value
2022-04-11,GM,Germany,131728
2022-04-11,GM01,Baden-Württemberg State,15368
2022-04-11,GM02,Free State of Bavaria,22954
2022-04-11,GM03,Free Hanseatic City of Bremen,726
2022-04-11,GM04,Free Hanseatic City of Hamburg,2437
2022-04-11,GM05,Hesse State,9709
2022-04-11,GM06,Lower Saxony State,8312
2022-04-11,GM07,North Rhine-Westphalia State,24038
2022-04-11,GM08,Rhineland-Palatinate State,5354
2022-04-11,GM09,Saarland State,1566
2022-04-11,GM10,Schleswig-Holstein State,2340
2022-04-11,GM11,Brandenburg State,5469
2022-04-11,GM12,Mecklenburg-Western Pomerania State,2067
2022-04-11,GM13,Free State of Saxony,14944
2022-04-11,GM14,Sachsen-Anhalt State,5108
2022-04-11,GM15,Free State of Thuringia,6929
2022-04-11,GM16,Berlin State,4407
