date,location,location_name,value
2022-06-27,GM,Germany,140734
2022-06-27,GM01,Baden-Württemberg State,16269
2022-06-27,GM02,Free State of Bavaria,24329
2022-06-27,GM03,Free Hanseatic City of Bremen,786
2022-06-27,GM04,Free Hanseatic City of Hamburg,2717
2022-06-27,GM05,Hesse State,10324
2022-06-27,GM06,Lower Saxony State,9614
2022-06-27,GM07,North Rhine-Westphalia State,25694
2022-06-27,GM08,Rhineland-Palatinate State,5742
2022-06-27,GM09,Saarland State,1715
2022-06-27,GM10,Schleswig-Holstein State,2594
2022-06-27,GM11,Brandenburg State,5711
2022-06-27,GM12,Mecklenburg-Western Pomerania State,2255
2022-06-27,GM13,Free State of Saxony,15593
2022-06-27,GM14,Sachsen-Anhalt State,5399
2022-06-27,GM15,Free State of Thuringia,7353
2022-06-27,GM16,Berlin State,4639
