date,location,location_name,value
2022-06-07,GM,Germany,139388
2022-06-07,GM01,Baden-Württemberg State,16145
2022-06-07,GM02,Free State of Bavaria,24111
2022-06-07,GM03,Free Hanseatic City of Bremen,778
2022-06-07,GM04,Free Hanseatic City of Hamburg,2660
2022-06-07,GM05,Hesse State,10182
2022-06-07,GM06,Lower Saxony State,9382
2022-06-07,GM07,North Rhine-Westphalia State,25468
2022-06-07,GM08,Rhineland-Palatinate State,5690
2022-06-07,GM09,Saarland State,1696
2022-06-07,GM10,Schleswig-Holstein State,2548
2022-06-07,GM11,Brandenburg State,5674
2022-06-07,GM12,Mecklenburg-Western Pomerania State,2235
2022-06-07,GM13,Free State of Saxony,15540
2022-06-07,GM14,Sachsen-Anhalt State,5364
2022-06-07,GM15,Free State of Thuringia,7297
2022-06-07,GM16,Berlin State,4618
