date,location,location_name,value
2022-10-01,GM,Germany,150064
2022-10-01,GM01,Baden-Württemberg State,17308
2022-10-01,GM02,Free State of Bavaria,25845
2022-10-01,GM03,Free Hanseatic City of Bremen,839
2022-10-01,GM04,Free Hanseatic City of Hamburg,3064
2022-10-01,GM05,Hesse State,11099
2022-10-01,GM06,Lower Saxony State,10830
2022-10-01,GM07,North Rhine-Westphalia State,27508
2022-10-01,GM08,Rhineland-Palatinate State,6185
2022-10-01,GM09,Saarland State,1858
2022-10-01,GM10,Schleswig-Holstein State,2898
2022-10-01,GM11,Brandenburg State,5919
2022-10-01,GM12,Mecklenburg-Western Pomerania State,2461
2022-10-01,GM13,Free State of Saxony,16040
2022-10-01,GM14,Sachsen-Anhalt State,5721
2022-10-01,GM15,Free State of Thuringia,7655
2022-10-01,GM16,Berlin State,4834
