date,location,location_name,value
2022-07-25,GM,Germany,143177
2022-07-25,GM01,Baden-Württemberg State,16514
2022-07-25,GM02,Free State of Bavaria,24762
2022-07-25,GM03,Free Hanseatic City of Bremen,806
2022-07-25,GM04,Free Hanseatic City of Hamburg,2792
2022-07-25,GM05,Hesse State,10571
2022-07-25,GM06,Lower Saxony State,9916
2022-07-25,GM07,North Rhine-Westphalia State,26195
2022-07-25,GM08,Rhineland-Palatinate State,5878
2022-07-25,GM09,Saarland State,1758
2022-07-25,GM10,Schleswig-Holstein State,2695
2022-07-25,GM11,Brandenburg State,5757
2022-07-25,GM12,Mecklenburg-Western Pomerania State,2301
2022-07-25,GM13,Free State of Saxony,15666
2022-07-25,GM14,Sachsen-Anhalt State,5457
2022-07-25,GM15,Free State of Thuringia,7421
2022-07-25,GM16,Berlin State,4688
