"forecast_date","target","target_end_date","location","quantile","value","type"
"2021-08-30","1 wk ahead inc case","2021-09-04","GM",0.01,52913,"quantile"
"2021-08-30","2 wk ahead inc case","2021-09-11","GM",0.01,64694,"quantile"
"2021-08-30","3 wk ahead inc case","2021-09-18","GM",0.01,75404,"quantile"
"2021-08-30","4 wk ahead inc case","2021-09-25","GM",0.01,84738,"quantile"
"2021-08-30","1 wk ahead inc case","2021-09-04","GM",0.025,53143,"quantile"
"2021-08-30","2 wk ahead inc case","2021-09-11","GM",0.025,65291,"quantile"
"2021-08-30","3 wk ahead inc case","2021-09-18","GM",0.025,76389,"quantile"
"2021-08-30","4 wk ahead inc case","2021-09-25","GM",0.025,86103,"quantile"
"2021-08-30","1 wk ahead inc case","2021-09-04","GM",0.05,53443,"quantile"
"2021-08-30","2 wk ahead inc case","2021-09-11","GM",0.05,66076,"quantile"
"2021-08-30","3 wk ahead inc case","2021-09-18","GM",0.05,77694,"quantile"
"2021-08-30","4 wk ahead inc case","2021-09-25","GM",0.05,87919,"quantile"
"2021-08-30","1 wk ahead inc case","2021-09-04","GM",0.1,53924,"quantile"
"2021-08-30","2 wk ahead inc case","2021-09-11","GM",0.1,67346,"quantile"
"2021-08-30","3 wk ahead inc case","2021-09-18","GM",0.1,79822,"quantile"
"2021-08-30","4 wk ahead inc case","2021-09-25","GM",0.1,90896,"quantile"
"2021-08-30","1 wk ahead inc case","2021-09-04","GM",0.15,54720,"quantile"
"2021-08-30","2 wk ahead inc case","2021-09-11","GM",0.15,69482,"quantile"
"2021-08-30","3 wk ahead inc case","2021-09-18","GM",0.15,83443,"quantile"
"2021-08-30","4 wk ahead inc case","2021-09-25","GM",0.15,96014,"quantile"
"2021-08-30","1 wk ahead inc case","2021-09-04","GM",0.2,55712,"quantile"
"2021-08-30","2 wk ahead inc case","2021-09-11","GM",0.2,72198,"quantile"
"2021-08-30","3 wk ahead inc case","2021-09-18","GM",0.2,88125,"quantile"
"2021-08-30","4 wk ahead inc case","2021-09-25","GM",0.2,102723,"quantile"
"2021-08-30","1 wk ahead inc case","2021-09-04","GM",0.25,56110,"quantile"
"2021-08-30","2 wk ahead inc case","2021-09-11","GM",0.25,73299,"quantile"
"2021-08-30","3 wk ahead inc case","2021-09-18","GM",0.25,90046,"quantile"
"2021-08-30","4 wk ahead inc case","2021-09-25","GM",0.25,105503,"quantile"
"2021-08-30","1 wk ahead inc case","2021-09-04","GM",0.3,56403,"quantile"
"2021-08-30","2 wk ahead inc case","2021-09-11","GM",0.3,74115,"quantile"
"2021-08-30","3 wk ahead inc case","2021-09-18","GM",0.3,91478,"quantile"
"2021-08-30","4 wk ahead inc case","2021-09-25","GM",0.3,107586,"quantile"
"2021-08-30","1 wk ahead inc case","2021-09-04","GM",0.35,56668,"quantile"
"2021-08-30","2 wk ahead inc case","2021-09-11","GM",0.35,74858,"quantile"
"2021-08-30","3 wk ahead inc case","2021-09-18","GM",0.35,92789,"quantile"
"2021-08-30","4 wk ahead inc case","2021-09-25","GM",0.35,109500,"quantile"
"2021-08-30","1 wk ahead inc case","2021-09-04","GM",0.4,57017,"quantile"
"2021-08-30","2 wk ahead inc case","2021-09-11","GM",0.4,75844,"quantile"
"2021-08-30","3 wk ahead inc case","2021-09-18","GM",0.4,94538,"quantile"
"2021-08-30","4 wk ahead inc case","2021-09-25","GM",0.4,112066,"quantile"
"2021-08-30","1 wk ahead inc case","2021-09-04","GM",0.45,57467,"quantile"
