"forecast_date","target","target_end_date","location","quantile","value","type"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.01,484508,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.01,593573,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.01,725412,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.01,884397,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.025,486202,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.025,597457,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.025,732376,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.025,895594,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.05,488420,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.05,602565,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.05,741571,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.05,910442,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.1,492115,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.1,611114,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.1,757033,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.1,935528,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.15,493978,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.15,615451,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.15,764926,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.15,948414,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.2,494955,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.2,617725,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.2,769066,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.2,955176,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.25,496292,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.25,620841,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.25,774746,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.25,964463,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.3,497589,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.3,623871,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.3,780283,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.3,973543,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.35,498998,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.35,627168,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.35,786319,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.35,983454,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.4,500984,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.4,631823,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.4,794853,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.4,997493,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.45,501745,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.45,633617,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.45,798162,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.45,1002971,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.5,502494,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.5,635389,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.5,801440,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.5,1008410,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.55,503260,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.55,637204,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.55,804804,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.55,1013999,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.6,504443,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.6,640011,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.6,810016,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.6,1022682,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.65,505730,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.65,643071,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.65,815702,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.65,1032163,"quantile"
"2021-11-29","1 wk ahead inc case","2021-12-04","GM",0.7,507213,"quantile"
"2021-11-29","2 wk ahead inc case","2021-12-11","GM",0.7,646607,"quantile"
"2021-11-29","3 wk ahead inc case","2021-12-18","GM",0.7,822296,"quantile"
"2021-11-29","4 wk ahead inc case","2021-12-25","GM",0.7,1043194,"quantile"
