"forecast_date","target","target_end_date","location","type","quantile","value","location_name"
2021-05-10,"-1 wk ahead inc death",2021-05-01,"PL72","observed",NA,221,"Dolnoslaskie"
2021-05-10,"0 wk ahead inc death",2021-05-08,"PL72","observed",NA,157,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","point",NA,106,"Dolnoslaskie"
2021-05-10,"2 wk ahead inc death",2021-05-22,"PL72","point",NA,69,"Dolnoslaskie"
2021-05-10,"3 wk ahead inc death",2021-05-29,"PL72","point",NA,45,"Dolnoslaskie"
2021-05-10,"4 wk ahead inc death",2021-06-05,"PL72","point",NA,29,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.01,33,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.025,41,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.05,48,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.1,58,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.15,66,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.2,73,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.25,78,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.3,84,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.35,89,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.4,95,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.45,100,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.5,106,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.55,111,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.6,117,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.65,123,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.7,130,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.75,138,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.8,147,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.85,158,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.9,172,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.95,195,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.975,217,"Dolnoslaskie"
2021-05-10,"1 wk ahead inc death",2021-05-15,"PL72","quantile",0.99,243,"Dolnoslaskie"
2021-05-10,"2 wk ahead inc death",2021-05-22,"PL72","quantile",0.01,13,"Dolnoslaskie"
2021-05-10,"2 wk ahead inc death",2021-05-22,"PL72","quantile",0.025,18,"Dolnoslaskie"
2021-05-10,"2 wk ahead inc death",2021-05-22,"PL72","quantile",0.05,23,"Dolnoslaskie"
2021-05-10,"2 wk ahead inc death",2021-05-22,"PL72","quantile",0.1,30,"Dolnoslaskie"
